-38.235294117647058 -35.294117647058826 0 268
-23.52941176470588 -20.588235294117645 0 493
-20.588235294117645 -17.647058823529409 0 176
-17.647058823529406 -14.70588235294117 0 84
-14.705882352941174 -11.764705882352938 0 54
-11.764705882352942 -8.8235294117647065 0 82
-8.823529411764703 -5.8823529411764675 0 97
-5.8823529411764639 -2.9411764705882284 0 80
-2.941176470588232 3.5527136788005009e-15 0 116
0.0 2.9411764705882355 0 82
2.9411764705882391 5.8823529411764746 0 114
5.8823529411764781 8.8235294117647136 0 101
8.8235294117647101 11.764705882352946 0 162
11.764705882352942 14.705882352941178 0 134
14.705882352941188 17.647058823529424 0 83
17.64705882352942 20.588235294117656 0 122
20.588235294117652 23.529411764705888 0 85
23.529411764705884 26.47058823529412 0 13
26.470588235294116 29.411764705882351 0 53
29.411764705882362 32.352941176470594 0 3
32.352941176470594 35.294117647058826 0 50
35.294117647058826 38.235294117647058 0 20
